t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
6.3000000000e+01	8.7390386970e-01	-2.2503742576e-02	8.0429970839e-02	-2.2503742576e-02	-8.0429970839e-02	1.2609613030e-01	
6.4000000000e+01	8.7209721348e-01	-2.2675122129e-02	7.9666850904e-02	-2.2675122129e-02	-7.9666850904e-02	1.2790278652e-01	
6.5000000000e+01	8.7030647924e-01	-2.2905046115e-02	7.8884065233e-02	-2.2905046115e-02	-7.8884065233e-02	1.2969352076e-01	
6.6000000000e+01	8.6852768853e-01	-2.3173697155e-02	7.8092337267e-02	-2.3173697155e-02	-7.8092337267e-02	1.3147231147e-01	
6.7000000000e+01	8.6678112910e-01	-2.3546858604e-02	7.7276477254e-02	-2.3546858604e-02	-7.7276477254e-02	1.3321887090e-01	
6.8000000000e+01	8.6503456968e-01	-2.3920020052e-02	7.6460617241e-02	-2.3920020052e-02	-7.6460617241e-02	1.3496543032e-01	
6.9000000000e+01	8.6332084415e-01	-2.4376954978e-02	7.5635208498e-02	-2.4376954978e-02	-7.5635208498e-02	1.3667915585e-01	
7.0000000000e+01	8.6162170357e-01	-2.4871102433e-02	7.4805558168e-02	-2.4871102433e-02	-7.4805558168e-02	1.3837829643e-01	
7.1000000000e+01	8.5993097830e-01	-2.5380325241e-02	7.3976447946e-02	-2.5380325241e-02	-7.3976447946e-02	1.4006902170e-01	
7.2000000000e+01	8.5827778714e-01	-2.5956787444e-02	7.3149746726e-02	-2.5956787444e-02	-7.3149746726e-02	1.4172221286e-01	
7.3000000000e+01	8.5662459598e-01	-2.6533249647e-02	7.2323045506e-02	-2.6533249647e-02	-7.2323045506e-02	1.4337540402e-01	
7.4000000000e+01	8.5500631987e-01	-2.7148495787e-02	7.1506858352e-02	-2.7148495787e-02	-7.1506858352e-02	1.4499368013e-01	
7.5000000000e+01	8.5339722674e-01	-2.7773942448e-02	7.0693436490e-02	-2.7773942448e-02	-7.0693436490e-02	1.4660277326e-01	
7.6000000000e+01	8.5180682698e-01	-2.8409716214e-02	6.9888389484e-02	-2.8409716214e-02	-6.9888389484e-02	1.4819317302e-01	
7.7000000000e+01	8.5024118689e-01	-2.9059168390e-02	6.9094435103e-02	-2.9059168390e-02	-6.9094435103e-02	1.4975881311e-01	
7.8000000000e+01	8.4867601238e-01	-2.9708675000e-02	6.8300728925e-02	-2.9708675000e-02	-6.8300728925e-02	1.5132398762e-01	
7.9000000000e+01	8.4715447843e-01	-3.0363283946e-02	6.7530287625e-02	-3.0363283946e-02	-6.7530287625e-02	1.5284552157e-01	
8.0000000000e+01	8.4563294448e-01	-3.1017892892e-02	6.6759846324e-02	-3.1017892892e-02	-6.6759846324e-02	1.5436705552e-01	
8.1000000000e+01	8.4413177687e-01	-3.1668324854e-02	6.6001171211e-02	-3.1668324854e-02	-6.6001171211e-02	1.5586822313e-01	
8.2000000000e+01	8.4265632315e-01	-3.2313483087e-02	6.5257351718e-02	-3.2313483087e-02	-6.5257351718e-02	1.5734367685e-01	
8.3000000000e+01	8.4118086944e-01	-3.2958641320e-02	6.4513532225e-02	-3.2958641320e-02	-6.4513532225e-02	1.5881913056e-01	
8.4000000000e+01	8.3973632799e-01	-3.3590444172e-02	6.3788184021e-02	-3.3590444172e-02	-6.3788184021e-02	1.6026367201e-01	
8.5000000000e+01	8.3831033323e-01	-3.4214234087e-02	6.3073918187e-02	-3.4214234088e-02	-6.3073918188e-02	1.6168966677e-01	
8.6000000000e+01	8.3688433846e-01	-3.4838024003e-02	6.2359652354e-02	-3.4838024004e-02	-6.2359652354e-02	1.6311566154e-01	
8.7000000000e+01	8.3548207566e-01	-3.5447554855e-02	6.1659611487e-02	-3.5447554901e-02	-6.1659611520e-02	1.6451792434e-01	
8.8000000000e+01	8.3411034098e-01	-3.6038743263e-02	6.0977869205e-02	-3.6038743410e-02	-6.0977869311e-02	1.6588965902e-01	
8.9000000000e+01	8.3273860629e-01	-3.6629931670e-02	6.0296126922e-02	-3.6629931918e-02	-6.0296127101e-02	1.6726139371e-01	
9.0000000000e+01	8.3136687160e-01	-3.7221120078e-02	5.9614384640e-02	-3.7221120427e-02	-5.9614384892e-02	1.6863312840e-01	
9.1000000000e+01	8.3003918773e-01	-3.7778404200e-02	5.8957917452e-02	-3.7778453148e-02	-5.8957951006e-02	1.6996081227e-01	
9.2000000000e+01	8.2872676638e-01	-3.8323941316e-02	5.8310207466e-02	-3.8324055666e-02	-5.8310285836e-02	1.7127323362e-01	
9.3000000000e+01	8.2741434504e-01	-3.8869478432e-02	5.7662497481e-02	-3.8869658183e-02	-5.7662620666e-02	1.7258565496e-01	
9.4000000000e+01	8.2610192369e-01	-3.9415015548e-02	5.7014787495e-02	-3.9415260701e-02	-5.7014955496e-02	1.7389807631e-01	
9.5000000000e+01	8.2481011603e-01	-3.9941499261e-02	5.6377407542e-02	-3.9941696333e-02	-5.6377541987e-02	1.7518988397e-01	
9.6000000000e+01	8.2354410793e-01	-4.0443380139e-02	5.5752755173e-02	-4.0443509689e-02	-5.5752841589e-02	1.7645589207e-01	
9.7000000000e+01	8.2228948717e-01	-4.0933649386e-02	5.5133520224e-02	-4.0933824840e-02	-5.5133635436e-02	1.7771051283e-01	
9.8000000000e+01	8.2105177885e-01	-4.1405866305e-02	5.4521037793e-02	-4.1406047978e-02	-5.4521155765e-02	1.7894822115e-01	
9.9000000000e+01	8.1982640421e-01	-4.1864880945e-02	5.3913508862e-02	-4.1865149686e-02	-5.3913681304e-02	1.8017359579e-01	
1.0000000000e+02	8.1861576613e-01	-4.2308096932e-02	5.3311917427e-02	-4.2308620788e-02	-5.3312252128e-02	1.8138423387e-01	
1.0100000000e+02	8.1741552862e-01	-4.2740063695e-02	5.2712979803e-02	-4.2740637331e-02	-5.2713346457e-02	1.8258447138e-01	
1.0200000000e+02	8.1622951404e-01	-4.3156920756e-02	5.2117969382e-02	-4.3157352800e-02	-5.2118247062e-02	1.8377048596e-01	
1.0300000000e+02	8.1505915963e-01	-4.3558246697e-02	5.1528486402e-02	-4.3558687465e-02	-5.1528773172e-02	1.8494084037e-01	
1.0400000000e+02	8.1390287922e-01	-4.3946962872e-02	5.0944143800e-02	-4.3947506873e-02	-5.0944506715e-02	1.8609712078e-01	
1.0500000000e+02	8.1275439272e-01	-4.4328724298e-02	5.0362331169e-02	-4.4329362396e-02	-5.0362764966e-02	1.8724560728e-01	
1.0600000000e+02	8.1162253991e-01	-4.4696123089e-02	4.9783356756e-02	-4.4696324849e-02	-4.9783497222e-02	1.8837746009e-01	
1.0700000000e+02	8.1050350708e-01	-4.5055270023e-02	4.9211207569e-02	-4.5055350371e-02	-4.9211265388e-02	1.8949649292e-01	
1.0800000000e+02	8.0940037214e-01	-4.5405524720e-02	4.8647058229e-02	-4.5405597892e-02	-4.8647114076e-02	1.9059962786e-01	
1.0900000000e+02	8.0830780603e-01	-4.5751136332e-02	4.8088803462e-02	-4.5751223284e-02	-4.8088876359e-02	1.9169219397e-01	
1.1000000000e+02	8.0722493312e-01	-4.6092551063e-02	4.7535982858e-02	-4.6092668346e-02	-4.7536088570e-02	1.9277506688e-01	
1.1100000000e+02	8.0615824197e-01	-4.6428928359e-02	4.6993321453e-02	-4.6429037092e-02	-4.6993430408e-02	1.9384175803e-01	
1.1200000000e+02	8.0510219564e-01	-4.6763152576e-02	4.6458717514e-02	-4.6763265256e-02	-4.6458854501e-02	1.9489780436e-01	
1.1300000000e+02	8.0405734843e-01	-4.7095593186e-02	4.5933160888e-02	-4.7095738760e-02	-4.5933370342e-02	1.9594265157e-01	
1.1400000000e+02	8.0302503478e-01	-4.7426222256e-02	4.5417163309e-02	-4.7426327908e-02	-4.5417342272e-02	1.9697496522e-01	
1.1500000000e+02	8.0200432435e-01	-4.7756049167e-02	4.4911638794e-02	-4.7756105200e-02	-4.4911772820e-02	1.9799567565e-01	
1.1600000000e+02	8.0099297873e-01	-4.8085782587e-02	4.4415613174e-02	-4.8085811720e-02	-4.4415739490e-02	1.9900702127e-01	
1.1700000000e+02	7.9999774589e-01	-4.8416154906e-02	4.3937696479e-02	-4.8416156846e-02	-4.3937917456e-02	2.0000225411e-01	
1.1800000000e+02	7.9900807205e-01	-4.8745978534e-02	4.3464990914e-02	-4.8745955989e-02	-4.3465237432e-02	2.0099192795e-01	
1.1900000000e+02	7.9802995611e-01	-4.9074812913e-02	4.3003518792e-02	-4.9074772762e-02	-4.3003671649e-02	2.0197004389e-01	
1.2000000000e+02	7.9706319226e-01	-4.9403671370e-02	4.2555700503e-02	-4.9403628566e-02	-4.2555803623e-02	2.0293680774e-01	
1.2100000000e+02	7.9610787050e-01	-4.9732164373e-02	4.2121954305e-02	-4.9732106695e-02	-4.2122051514e-02	2.0389212950e-01	
1.2200000000e+02	7.9516110232e-01	-5.0060361429e-02	4.1699343327e-02	-5.0060222085e-02	-4.1699508716e-02	2.0483889768e-01	
1.2300000000e+02	7.9422343016e-01	-5.0388236646e-02	4.1288766405e-02	-5.0387926568e-02	-4.1289091694e-02	2.0577656984e-01	
1.2400000000e+02	7.9329401372e-01	-5.0713443997e-02	4.0886296493e-02	-5.0713066289e-02	-4.0886660259e-02	2.0670598628e-01	
1.2500000000e+02	7.9237342684e-01	-5.1035871176e-02	4.0492869568e-02	-5.1035516870e-02	-4.0493173026e-02	2.0762657316e-01	
1.2600000000e+02	7.9146202721e-01	-5.1355604321e-02	4.0109864369e-02	-5.1355315848e-02	-4.0110089213e-02	2.0853797279e-01	
1.2700000000e+02	7.9056065380e-01	-5.1672053827e-02	3.9738444863e-02	-5.1671825511e-02	-3.9738610815e-02	2.0943934620e-01	
1.2800000000e+02	7.8966710789e-01	-5.1985600655e-02	3.9375975923e-02	-5.1985397919e-02	-3.9376113148e-02	2.1033289211e-01	
1.2900000000e+02	7.8878061600e-01	-5.2296367773e-02	3.9021526546e-02	-5.2296133837e-02	-3.9021674285e-02	2.1121938400e-01	
1.3000000000e+02	7.8790307424e-01	-5.2603397977e-02	3.8677192266e-02	-5.2603023178e-02	-3.8677417886e-02	2.1209692576e-01	
1.3100000000e+02	7.8703182331e-01	-5.2905738938e-02	3.8337394816e-02	-5.2905485567e-02	-3.8337544590e-02	2.1296817669e-01	
1.3200000000e+02	7.8616931897e-01	-5.3202997387e-02	3.8005968597e-02	-5.3202895939e-02	-3.8006027085e-02	2.1383068103e-01	
1.3300000000e+02	7.8531457775e-01	-5.3496132939e-02	3.7682638437e-02	-5.3496058450e-02	-3.7682679878e-02	2.1468542225e-01	
1.3400000000e+02	7.8446486608e-01	-5.3786334946e-02	3.7364223988e-02	-5.3786240706e-02	-3.7364275171e-02	2.1553513392e-01	
1.3500000000e+02	7.8362597111e-01	-5.4069528913e-02	3.7055541317e-02	-5.4069363224e-02	-3.7055629036e-02	2.1637402889e-01	
1.3600000000e+02	7.8279052439e-01	-5.4350159982e-02	3.6749551935e-02	-5.4349963184e-02	-3.6749655037e-02	2.1720947561e-01	
1.3700000000e+02	7.8196258376e-01	-5.4625148543e-02	3.6449344396e-02	-5.4625012987e-02	-3.6449414441e-02	2.1803741624e-01	
1.3800000000e+02	7.8114365056e-01	-5.4894119700e-02	3.6156985175e-02	-5.4893918027e-02	-3.6157088177e-02	2.1885634944e-01	
1.3900000000e+02	7.8032893571e-01	-5.5159694130e-02	3.5867562624e-02	-5.5159498526e-02	-3.5867662001e-02	2.1967106429e-01	
1.4000000000e+02	7.7952137922e-01	-5.5419747646e-02	3.5583392368e-02	-5.5419607253e-02	-3.5583463235e-02	2.2047862078e-01	
1.4100000000e+02	7.7872041096e-01	-5.5675213186e-02	3.5304601476e-02	-5.5675024451e-02	-3.5304696361e-02	2.2127958904e-01	
1.4200000000e+02	7.7792584684e-01	-5.5925644904e-02	3.5030266353e-02	-5.5925447530e-02	-3.5030365400e-02	2.2207415316e-01	
1.4300000000e+02	7.7713710608e-01	-5.6171956728e-02	3.4760444757e-02	-5.6171643980e-02	-3.4760601604e-02	2.2286289392e-01	
1.4400000000e+02	7.7635540934e-01	-5.6413794382e-02	3.4496597007e-02	-5.6413078108e-02	-3.4496956361e-02	2.2364459066e-01	
1.4500000000e+02	7.7557738187e-01	-5.6652028777e-02	3.4234325071e-02	-5.6651135687e-02	-3.4234773473e-02	2.2442261813e-01	
1.4600000000e+02	7.7480573944e-01	-5.6884106637e-02	3.3974912663e-02	-5.6883397550e-02	-3.3975269537e-02	2.2519426056e-01	
1.4700000000e+02	7.7404132855e-01	-5.7110807699e-02	3.3720387758e-02	-5.7110218152e-02	-3.3720685383e-02	2.2595867145e-01	
1.4800000000e+02	7.7328265991e-01	-5.7333430670e-02	3.3469780572e-02	-5.7332847484e-02	-3.3470076257e-02	2.2671734009e-01	
1.4900000000e+02	7.7252863399e-01	-5.7553102203e-02	3.3222620305e-02	-5.7552321012e-02	-3.3223018780e-02	2.2747136601e-01	
1.5000000000e+02	7.7178102726e-01	-5.7769116242e-02	3.2980567851e-02	-5.7767716325e-02	-3.2981285404e-02	2.2821897274e-01	
1.5100000000e+02	7.7103787909e-01	-5.7979961404e-02	3.2739084337e-02	-5.7978528549e-02	-3.2739821173e-02	2.2896212091e-01	
1.5200000000e+02	7.7030021803e-01	-5.8185167388e-02	3.2499028732e-02	-5.8184195109e-02	-3.2499531437e-02	2.2969978197e-01	
1.5300000000e+02	7.6956793339e-01	-5.8386430682e-02	3.2261956332e-02	-5.8385904134e-02	-3.2262230133e-02	2.3043206661e-01	
1.5400000000e+02	7.6884148713e-01	-5.8584101397e-02	3.2028702811e-02	-5.8583787728e-02	-3.2028866783e-02	2.3115851287e-01	
1.5500000000e+02	7.6812100895e-01	-5.8777992457e-02	3.1799090680e-02	-5.8777709813e-02	-3.1799239471e-02	2.3187899105e-01	
1.5600000000e+02	7.6740534889e-01	-5.8969357789e-02	3.1572871238e-02	-5.8968792433e-02	-3.1573172423e-02	2.3259465111e-01	
1.5700000000e+02	7.6669437173e-01	-5.9158381917e-02	3.1350047193e-02	-5.9157192828e-02	-3.1350683353e-02	2.3330562827e-01	
1.5800000000e+02	7.6598762185e-01	-5.9343211766e-02	3.1128125395e-02	-5.9341850049e-02	-3.1128856673e-02	2.3401237815e-01	
1.5900000000e+02	7.6528601372e-01	-5.9523297582e-02	3.0907674448e-02	-5.9522193712e-02	-3.0908271475e-02	2.3471398628e-01	
1.6000000000e+02	7.6458979187e-01	-5.9699731344e-02	3.0690140294e-02	-5.9698900669e-02	-3.0690592644e-02	2.3541020813e-01	
1.6100000000e+02	7.6389915289e-01	-5.9872787808e-02	3.0476107728e-02	-5.9872119732e-02	-3.0476473985e-02	2.3610084711e-01	
1.6200000000e+02	7.6321295260e-01	-6.0043313129e-02	3.0265084821e-02	-6.0042671887e-02	-3.0265439294e-02	2.3678704740e-01	
1.6300000000e+02	7.6253029283e-01	-6.0211863956e-02	3.0056532672e-02	-6.0211126845e-02	-3.0056943159e-02	2.3746970717e-01	
1.6400000000e+02	7.6185445457e-01	-6.0376830919e-02	2.9853129244e-02	-6.0375685143e-02	-2.9853772926e-02	2.3814554543e-01	
1.6500000000e+02	7.6118121575e-01	-6.0538585245e-02	2.9649982488e-02	-6.0537600891e-02	-2.9650537458e-02	2.3881878425e-01	
1.6600000000e+02	7.6051335339e-01	-6.0695565668e-02	2.9449251868e-02	-6.0695224728e-02	-2.9449445010e-02	2.3948664661e-01	
1.6700000000e+02	7.5985011880e-01	-6.0850779302e-02	2.9253032244e-02	-6.0850619340e-02	-2.9253123467e-02	2.4014988120e-01	
1.6800000000e+02	7.5919037355e-01	-6.1004150189e-02	2.9059776381e-02	-6.1004007921e-02	-2.9059858108e-02	2.4080962645e-01	
1.6900000000e+02	7.5853799735e-01	-6.1154081940e-02	2.8873469881e-02	-6.1153410750e-02	-2.8873860415e-02	2.4146200265e-01	
1.7000000000e+02	7.5788578641e-01	-6.1303936567e-02	2.8687319224e-02	-6.1302724197e-02	-2.8688025702e-02	2.4211421359e-01	
1.7100000000e+02	7.5723958234e-01	-6.1447590908e-02	2.8503813982e-02	-6.1446658191e-02	-2.8504359997e-02	2.4276041766e-01	
1.7200000000e+02	7.5659749616e-01	-6.1588387543e-02	2.8323532029e-02	-6.1587756427e-02	-2.8323903869e-02	2.4340250384e-01	
1.7300000000e+02	7.5595922913e-01	-6.1726968118e-02	2.8146702652e-02	-6.1726483032e-02	-2.8146990604e-02	2.4404077087e-01	
1.7400000000e+02	7.5532457498e-01	-6.1863459636e-02	2.7973172433e-02	-6.1862962609e-02	-2.7973469477e-02	2.4467542502e-01	
1.7500000000e+02	7.5469562127e-01	-6.1997793224e-02	2.7805944757e-02	-6.1996568224e-02	-2.7806684619e-02	2.4530437873e-01	
1.7600000000e+02	7.5406754801e-01	-6.2131647909e-02	2.7639554834e-02	-6.2129640269e-02	-2.7640770785e-02	2.4593245199e-01	
1.7700000000e+02	7.5344534378e-01	-6.2258839298e-02	2.7475514763e-02	-6.2257017747e-02	-2.7476624827e-02	2.4655465622e-01	
1.7800000000e+02	7.5282633700e-01	-6.2383422604e-02	2.7313687121e-02	-6.2381916100e-02	-2.7314610452e-02	2.4717366300e-01	
1.7900000000e+02	7.5221059614e-01	-6.2505508179e-02	2.7154252301e-02	-6.2504382647e-02	-2.7154946277e-02	2.4778940386e-01	
1.8000000000e+02	7.5159821963e-01	-6.2625242585e-02	2.6997458146e-02	-6.2624478209e-02	-2.6997932370e-02	2.4840178037e-01	
1.8100000000e+02	7.5099005623e-01	-6.2742428557e-02	2.6844264205e-02	-6.2741844828e-02	-2.6844628313e-02	2.4900994377e-01	
1.8200000000e+02	7.5038550381e-01	-6.2857534892e-02	2.6694168350e-02	-6.2856937931e-02	-2.6694543266e-02	2.4961449619e-01	
1.8300000000e+02	7.4978349067e-01	-6.2971111834e-02	2.6546152298e-02	-6.2970393850e-02	-2.6546606057e-02	2.5021650933e-01	
1.8400000000e+02	7.4918520084e-01	-6.3082363179e-02	2.6401063314e-02	-6.3081401522e-02	-2.6401674593e-02	2.5081479916e-01	
1.8500000000e+02	7.4858996584e-01	-6.3190103297e-02	2.6256836729e-02	-6.3189441548e-02	-2.6257258727e-02	2.5141003416e-01	
1.8600000000e+02	7.4799821413e-01	-6.3295372059e-02	2.6114934788e-02	-6.3295028259e-02	-2.6115155102e-02	2.5200178587e-01	
1.8700000000e+02	7.4740958052e-01	-6.3399109164e-02	2.5975665948e-02	-6.3398837010e-02	-2.5975841525e-02	2.5259041948e-01	
