t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
3.0000000000e+01	9.8809214533e-01	2.6381234832e-02	9.8231391944e-02	2.6381234832e-02	-9.8231391944e-02	1.1907854675e-02	
3.1000000000e+01	9.8734399211e-01	2.7858227208e-02	1.0062699952e-01	2.7858227208e-02	-1.0062699952e-01	1.2656007887e-02	
3.2000000000e+01	9.8656821977e-01	2.9359188081e-02	1.0291430796e-01	2.9359188081e-02	-1.0291430796e-01	1.3431780227e-02	
3.3000000000e+01	9.8579244743e-01	3.0860148955e-02	1.0520161640e-01	3.0860148955e-02	-1.0520161640e-01	1.4207552567e-02	
3.4000000000e+01	9.8499056208e-01	3.2375278488e-02	1.0737591308e-01	3.2375278488e-02	-1.0737591308e-01	1.5009437924e-02	
3.5000000000e+01	9.8416615870e-01	3.3902626072e-02	1.0945275640e-01	3.3902626072e-02	-1.0945275640e-01	1.5833841303e-02	
3.6000000000e+01	9.8334175532e-01	3.5429973656e-02	1.1152959971e-01	3.5429973656e-02	-1.1152959971e-01	1.6658244681e-02	
3.7000000000e+01	9.8249247489e-01	3.6961477930e-02	1.1348797751e-01	3.6961477930e-02	-1.1348797751e-01	1.7507525113e-02	
3.8000000000e+01	9.8162353401e-01	3.8496267255e-02	1.1535273147e-01	3.8496267255e-02	-1.1535273147e-01	1.8376465992e-02	
3.9000000000e+01	9.8075459313e-01	4.0031056579e-02	1.1721748543e-01	4.0031056579e-02	-1.1721748543e-01	1.9245406871e-02	
4.0000000000e+01	9.7986398884e-01	4.1559999320e-02	1.1896887432e-01	4.1559999320e-02	-1.1896887432e-01	2.0136011156e-02	
4.1000000000e+01	9.7895471631e-01	4.3083903818e-02	1.2062257184e-01	4.3083903818e-02	-1.2062257184e-01	2.1045283693e-02	
4.2000000000e+01	9.7804544377e-01	4.4607808316e-02	1.2227626936e-01	4.4607808316e-02	-1.2227626936e-01	2.1954556230e-02	
4.3000000000e+01	9.7711919416e-01	4.6118403575e-02	1.2383229083e-01	4.6118403575e-02	-1.2383229083e-01	2.2880805844e-02	
4.4000000000e+01	9.7617386260e-01	4.7614039483e-02	1.2527852612e-01	4.7614039483e-02	-1.2527852612e-01	2.3826137395e-02	
4.5000000000e+01	9.7522853105e-01	4.9109675391e-02	1.2672476142e-01	4.9109675391e-02	-1.2672476142e-01	2.4771468946e-02	
4.6000000000e+01	9.7427182056e-01	5.0589408102e-02	1.2809883779e-01	5.0589408102e-02	-1.2809883779e-01	2.5728179441e-02	
4.7000000000e+01	9.7329471960e-01	5.2040643131e-02	1.2934360924e-01	5.2040643131e-02	-1.2934360924e-01	2.6705280397e-02	
4.8000000000e+01	9.7231761865e-01	5.3491878160e-02	1.3058838068e-01	5.3491878160e-02	-1.3058838068e-01	2.7682381354e-02	
4.9000000000e+01	9.7133506789e-01	5.4931426618e-02	1.3179487007e-01	5.4931426618e-02	-1.3179487007e-01	2.8664932112e-02	
5.0000000000e+01	9.7033045155e-01	5.6323657587e-02	1.3284636011e-01	5.6323657587e-02	-1.3284636011e-01	2.9669548453e-02	
5.1000000000e+01	9.6932583521e-01	5.7715888556e-02	1.3389785015e-01	5.7715888556e-02	-1.3389785015e-01	3.0674164794e-02	
5.2000000000e+01	9.6832121887e-01	5.9108119524e-02	1.3494934020e-01	5.9108119524e-02	-1.3494934020e-01	3.1678781135e-02	
5.3000000000e+01	9.6729349885e-01	6.0429277358e-02	1.3581955604e-01	6.0429277358e-02	-1.3581955604e-01	3.2706501155e-02	
5.4000000000e+01	9.6626553241e-01	6.1749677149e-02	1.3668783846e-01	6.1749677149e-02	-1.3668783846e-01	3.3734467592e-02	
5.5000000000e+01	9.6523756597e-01	6.3070076939e-02	1.3755612089e-01	6.3070076939e-02	-1.3755612089e-01	3.4762434028e-02	
5.6000000000e+01	9.6419694358e-01	6.4337928232e-02	1.3831276037e-01	6.4337928232e-02	-1.3831276037e-01	3.5803056421e-02	
5.7000000000e+01	9.6315166542e-01	6.5586448435e-02	1.3902832959e-01	6.5586448435e-02	-1.3902832959e-01	3.6848334577e-02	
5.8000000000e+01	9.6210457831e-01	6.6825135669e-02	1.3972652796e-01	6.6825135669e-02	-1.3972652796e-01	3.7895421691e-02	
5.9000000000e+01	9.6104964376e-01	6.8020957427e-02	1.4034904262e-01	6.8020957427e-02	-1.4034904262e-01	3.8950356236e-02	
6.0000000000e+01	9.5998947956e-01	6.9185191086e-02	1.4091639141e-01	6.9185191086e-02	-1.4091639141e-01	4.0010520436e-02	
6.1000000000e+01	9.5892480319e-01	7.0318058756e-02	1.4143263609e-01	7.0318058756e-02	-1.4143263609e-01	4.1075196813e-02	
6.2000000000e+01	9.5785828723e-01	7.1438138765e-02	1.4192804604e-01	7.1438138765e-02	-1.4192804604e-01	4.2141712768e-02	
6.3000000000e+01	9.5678693912e-01	7.2516683020e-02	1.4236496954e-01	7.2516683020e-02	-1.4236496954e-01	4.3213060876e-02	
6.4000000000e+01	9.5571255247e-01	7.3566647979e-02	1.4276169727e-01	7.3566647979e-02	-1.4276169727e-01	4.4287447534e-02	
6.5000000000e+01	9.5463594748e-01	7.4594738024e-02	1.4312768307e-01	7.4594738024e-02	-1.4312768307e-01	4.5364052518e-02	
6.6000000000e+01	9.5355548549e-01	7.5580808293e-02	1.4343473280e-01	7.5580808293e-02	-1.4343473280e-01	4.6444514511e-02	
6.7000000000e+01	9.5247420792e-01	7.6554813063e-02	1.4372793218e-01	7.6554813063e-02	-1.4372793218e-01	4.7525792084e-02	
6.8000000000e+01	9.5139020538e-01	7.7488505297e-02	1.4397485561e-01	7.7488505297e-02	-1.4397485561e-01	4.8609794625e-02	
6.9000000000e+01	9.5030438954e-01	7.8390154391e-02	1.4418491483e-01	7.8390154391e-02	-1.4418491483e-01	4.9695610456e-02	
7.0000000000e+01	9.4921756027e-01	7.9268769409e-02	1.4437425848e-01	7.9268769409e-02	-1.4437425848e-01	5.0782439733e-02	
7.1000000000e+01	9.4812914186e-01	8.0099117906e-02	1.4452699467e-01	8.0099117906e-02	-1.4452699467e-01	5.1870858139e-02	
7.2000000000e+01	9.4703969920e-01	8.0908619996e-02	1.4464665359e-01	8.0908619996e-02	-1.4464665359e-01	5.2960300802e-02	
7.3000000000e+01	9.4594939198e-01	8.1685908916e-02	1.4473323664e-01	8.1685908916e-02	-1.4473323664e-01	5.4050608023e-02	
7.4000000000e+01	9.4485859977e-01	8.2434223369e-02	1.4479253666e-01	8.2434223369e-02	-1.4479253666e-01	5.5141400231e-02	
7.5000000000e+01	9.4376737885e-01	8.3151972291e-02	1.4482348572e-01	8.3151972291e-02	-1.4482348572e-01	5.6232621152e-02	
7.6000000000e+01	9.4267613502e-01	8.3860944524e-02	1.4484746428e-01	8.3860944524e-02	-1.4484746428e-01	5.7323864983e-02	
7.7000000000e+01	9.4158477546e-01	8.4525579417e-02	1.4483622984e-01	8.4525579417e-02	-1.4483622984e-01	5.8415224541e-02	
7.8000000000e+01	9.4049365457e-01	8.5156491833e-02	1.4479745270e-01	8.5156491833e-02	-1.4479745270e-01	5.9506345426e-02	
7.9000000000e+01	9.3940293522e-01	8.5760594887e-02	1.4473777354e-01	8.5760594887e-02	-1.4473777354e-01	6.0597064782e-02	
8.0000000000e+01	9.3831247044e-01	8.6348458134e-02	1.4466548624e-01	8.6348458134e-02	-1.4466548624e-01	6.1687529558e-02	
8.1000000000e+01	9.3722289713e-01	8.6896520627e-02	1.4456636267e-01	8.6896520627e-02	-1.4456636267e-01	6.2777102875e-02	
8.2000000000e+01	9.3613417013e-01	8.7417687342e-02	1.4444865730e-01	8.7417687342e-02	-1.4444865730e-01	6.3865829866e-02	
8.3000000000e+01	9.3504632116e-01	8.7915444226e-02	1.4431518090e-01	8.7915444226e-02	-1.4431518090e-01	6.4953678837e-02	
8.4000000000e+01	9.3395952300e-01	8.8387591695e-02	1.4416476204e-01	8.8387591695e-02	-1.4416476204e-01	6.6040477004e-02	
8.5000000000e+01	9.3287383930e-01	8.8834859326e-02	1.4400029930e-01	8.8834859326e-02	-1.4400029930e-01	6.7126160697e-02	
8.6000000000e+01	9.3178943523e-01	8.9255908768e-02	1.4382096679e-01	8.9255908768e-02	-1.4382096679e-01	6.8210564773e-02	
8.7000000000e+01	9.3070639011e-01	8.9652876628e-02	1.4362785335e-01	8.9652876628e-02	-1.4362785335e-01	6.9293609889e-02	
8.8000000000e+01	9.2962535644e-01	9.0019047382e-02	1.4341798257e-01	9.0019047382e-02	-1.4341798257e-01	7.0374643556e-02	
8.9000000000e+01	9.2854528729e-01	9.0370182200e-02	1.4320079283e-01	9.0370182200e-02	-1.4320079283e-01	7.1454712711e-02	
9.0000000000e+01	9.2746715633e-01	9.0692519853e-02	1.4296997712e-01	9.0692519853e-02	-1.4296997712e-01	7.2532843667e-02	
9.1000000000e+01	9.2639071192e-01	9.0994378205e-02	1.4272911603e-01	9.0994378205e-02	-1.4272911603e-01	7.3609288078e-02	
9.2000000000e+01	9.2531659471e-01	9.1269298561e-02	1.4247602744e-01	9.1269298561e-02	-1.4247602744e-01	7.4683405288e-02	
9.3000000000e+01	9.2424418284e-01	9.1525712591e-02	1.4221520326e-01	9.1525712591e-02	-1.4221520326e-01	7.5755817160e-02	
9.4000000000e+01	9.2317311530e-01	9.1767585802e-02	1.4194832733e-01	9.1767585802e-02	-1.4194832733e-01	7.6826884696e-02	
9.5000000000e+01	9.2210486483e-01	9.1980542877e-02	1.4167027121e-01	9.1980542877e-02	-1.4167027121e-01	7.7895135171e-02	
9.6000000000e+01	9.2103896682e-01	9.2172501549e-02	1.4138463764e-01	9.2172501549e-02	-1.4138463764e-01	7.8961033179e-02	
9.7000000000e+01	9.1997414265e-01	9.2354881201e-02	1.4109561494e-01	9.2354881201e-02	-1.4109561494e-01	8.0025857345e-02	
9.8000000000e+01	9.1891230967e-01	9.2510626798e-02	1.4079769160e-01	9.2510626798e-02	-1.4079769160e-01	8.1087690330e-02	
9.9000000000e+01	9.1785304478e-01	9.2646714562e-02	1.4049385962e-01	9.2646714562e-02	-1.4049385962e-01	8.2146955219e-02	
1.0000000000e+02	9.1679511533e-01	9.2772343306e-02	1.4018691217e-01	9.2772343306e-02	-1.4018691217e-01	8.3204884668e-02	
1.0100000000e+02	9.1573999883e-01	9.2875823561e-02	1.3987353976e-01	9.2875823561e-02	-1.3987353976e-01	8.4260001174e-02	
1.0200000000e+02	9.1468737564e-01	9.2962734615e-02	1.3955607998e-01	9.2962734615e-02	-1.3955607998e-01	8.5312624362e-02	
1.0300000000e+02	9.1363788486e-01	9.3029965094e-02	1.3923435052e-01	9.3029965094e-02	-1.3923435052e-01	8.6362115136e-02	
1.0400000000e+02	9.1258908489e-01	9.3092855338e-02	1.3891167946e-01	9.3092855338e-02	-1.3891167946e-01	8.7410915107e-02	
1.0500000000e+02	9.1154406074e-01	9.3131398080e-02	1.3858358237e-01	9.3131398080e-02	-1.3858358237e-01	8.8455939261e-02	
1.0600000000e+02	9.1050138557e-01	9.3156994284e-02	1.3825343064e-01	9.3156994284e-02	-1.3825343064e-01	8.9498614433e-02	
1.0700000000e+02	9.0946022552e-01	9.3174362095e-02	1.3792202688e-01	9.3174362095e-02	-1.3792202688e-01	9.0539774479e-02	
1.0800000000e+02	9.0842235490e-01	9.3171008324e-02	1.3758571789e-01	9.3171008324e-02	-1.3758571789e-01	9.1577645097e-02	
1.0900000000e+02	9.0738701017e-01	9.3156385274e-02	1.3724880684e-01	9.3156385274e-02	-1.3724880684e-01	9.2612989834e-02	
1.1000000000e+02	9.0635479045e-01	9.3127099781e-02	1.3691054472e-01	9.3127099781e-02	-1.3691054472e-01	9.3645209549e-02	
1.1100000000e+02	9.0532428642e-01	9.3089838355e-02	1.3657148913e-01	9.3089838355e-02	-1.3657148913e-01	9.4675713577e-02	
1.1200000000e+02	9.0429620399e-01	9.3041500425e-02	1.3623142467e-01	9.3041500425e-02	-1.3623142467e-01	9.5703796014e-02	
1.1300000000e+02	9.0327235604e-01	9.2976479749e-02	1.3589156699e-01	9.2976479749e-02	-1.3589156699e-01	9.6727643958e-02	
1.1400000000e+02	9.0224850810e-01	9.2911459074e-02	1.3555170930e-01	9.2911459074e-02	-1.3555170930e-01	9.7751491902e-02	
1.1500000000e+02	9.0122868516e-01	9.2827928608e-02	1.3520892608e-01	9.2827928608e-02	-1.3520892608e-01	9.8771314842e-02	
1.1600000000e+02	9.0021136735e-01	9.2735120221e-02	1.3486610340e-01	9.2735120221e-02	-1.3486610340e-01	9.9788632647e-02	
1.1700000000e+02	8.9919652629e-01	9.2633768749e-02	1.3452367107e-01	9.2633768749e-02	-1.3452367107e-01	1.0080347371e-01	
1.1800000000e+02	8.9818371145e-01	9.2525616963e-02	1.3418166550e-01	9.2525616963e-02	-1.3418166550e-01	1.0181628855e-01	
1.1900000000e+02	8.9717505196e-01	9.2405263869e-02	1.3384210521e-01	9.2405263869e-02	-1.3384210521e-01	1.0282494804e-01	
1.2000000000e+02	8.9616715842e-01	9.2282155071e-02	1.3350220228e-01	9.2282155071e-02	-1.3350220228e-01	1.0383284158e-01	
1.2100000000e+02	8.9516255939e-01	9.2147193465e-02	1.3316082554e-01	9.2147193465e-02	-1.3316082554e-01	1.0483744061e-01	
1.2200000000e+02	8.9416081668e-01	9.2003950641e-02	1.3282000206e-01	9.2003950641e-02	-1.3282000206e-01	1.0583918332e-01	
1.2300000000e+02	8.9316139491e-01	9.1854442350e-02	1.3247995733e-01	9.1854442350e-02	-1.3247995733e-01	1.0683860509e-01	
1.2400000000e+02	8.9216428985e-01	9.1698976795e-02	1.3214089499e-01	9.1698976795e-02	-1.3214089499e-01	1.0783571015e-01	
1.2500000000e+02	8.9116996564e-01	9.1536765751e-02	1.3180328421e-01	9.1536765751e-02	-1.3180328421e-01	1.0883003436e-01	
1.2600000000e+02	8.9017873413e-01	9.1367987338e-02	1.3146833213e-01	9.1367987338e-02	-1.3146833213e-01	1.0982126587e-01	
1.2700000000e+02	8.8918872049e-01	9.1196375367e-02	1.3113385435e-01	9.1196375367e-02	-1.3113385435e-01	1.1081127951e-01	
1.2800000000e+02	8.8820195739e-01	9.1015683963e-02	1.3079713149e-01	9.1015683963e-02	-1.3079713149e-01	1.1179804261e-01	
1.2900000000e+02	8.8721788035e-01	9.0829959290e-02	1.3046247093e-01	9.0829959290e-02	-1.3046247093e-01	1.1278211965e-01	
1.3000000000e+02	8.8623638357e-01	9.0639617668e-02	1.3012986212e-01	9.0639617668e-02	-1.3012986212e-01	1.1376361643e-01	
1.3100000000e+02	8.8525736199e-01	9.0445004726e-02	1.2979917197e-01	9.0445004726e-02	-1.2979917197e-01	1.1474263801e-01	
1.3200000000e+02	8.8428028620e-01	9.0247079096e-02	1.2946997077e-01	9.0247079096e-02	-1.2946997077e-01	1.1571971380e-01	
1.3300000000e+02	8.8330612149e-01	9.0043892272e-02	1.2914129677e-01	9.0043892272e-02	-1.2914129677e-01	1.1669387851e-01	
1.3400000000e+02	8.8233454163e-01	8.9836688821e-02	1.2881423544e-01	8.9836688821e-02	-1.2881423544e-01	1.1766545837e-01	
1.3500000000e+02	8.8136467999e-01	8.9626981573e-02	1.2848847506e-01	8.9626981573e-02	-1.2848847506e-01	1.1863532001e-01	
1.3600000000e+02	8.8039825024e-01	8.9412357252e-02	1.2816463493e-01	8.9412357252e-02	-1.2816463493e-01	1.1960174976e-01	
1.3700000000e+02	8.7943392098e-01	8.9194996142e-02	1.2784210058e-01	8.9194996142e-02	-1.2784210058e-01	1.2056607902e-01	
1.3800000000e+02	8.7847134590e-01	8.8975359759e-02	1.2752060450e-01	8.8975359759e-02	-1.2752060450e-01	1.2152865410e-01	
1.3900000000e+02	8.7751205521e-01	8.8751614362e-02	1.2720028386e-01	8.8751614362e-02	-1.2720028386e-01	1.2248794479e-01	
1.4000000000e+02	8.7655521770e-01	8.8525318333e-02	1.2688220422e-01	8.8525318333e-02	-1.2688220422e-01	1.2344478230e-01	
1.4100000000e+02	8.7559982308e-01	8.8297481945e-02	1.2656495791e-01	8.8297481945e-02	-1.2656495791e-01	1.2440017692e-01	
1.4200000000e+02	8.7464740326e-01	8.8066294817e-02	1.2624678266e-01	8.8066294817e-02	-1.2624678266e-01	1.2535259674e-01	
1.4300000000e+02	8.7369734363e-01	8.7833171025e-02	1.2593153321e-01	8.7833171025e-02	-1.2593153321e-01	1.2630265637e-01	
1.4400000000e+02	8.7275027647e-01	8.7597576249e-02	1.2561872329e-01	8.7597576249e-02	-1.2561872329e-01	1.2724972353e-01	
1.4500000000e+02	8.7180477986e-01	8.7360748693e-02	1.2530680303e-01	8.7360748693e-02	-1.2530680303e-01	1.2819522014e-01	
1.4600000000e+02	8.7086138679e-01	8.7122281981e-02	1.2499600118e-01	8.7122281981e-02	-1.2499600118e-01	1.2913861321e-01	
1.4700000000e+02	8.6992170874e-01	8.6881255273e-02	1.2468858201e-01	8.6881255273e-02	-1.2468858201e-01	1.3007829126e-01	
1.4800000000e+02	8.6898261642e-01	8.6639860141e-02	1.2438127860e-01	8.6639860141e-02	-1.2438127860e-01	1.3101738358e-01	
1.4900000000e+02	8.6804669392e-01	8.6396507339e-02	1.2407417247e-01	8.6396507339e-02	-1.2407417247e-01	1.3195330608e-01	
1.5000000000e+02	8.6711337023e-01	8.6151741804e-02	1.2376921423e-01	8.6151741804e-02	-1.2376921423e-01	1.3288662977e-01	
1.5100000000e+02	8.6618197289e-01	8.5905881558e-02	1.2346674822e-01	8.5905881558e-02	-1.2346674822e-01	1.3381802711e-01	
1.5200000000e+02	8.6525301985e-01	8.5658604408e-02	1.2316797203e-01	8.5658604408e-02	-1.2316797203e-01	1.3474698015e-01	
1.5300000000e+02	8.6432618396e-01	8.5409995588e-02	1.2287240062e-01	8.5409995588e-02	-1.2287240062e-01	1.3567381604e-01	
1.5400000000e+02	8.6340122615e-01	8.5160205482e-02	1.2257967209e-01	8.5160205482e-02	-1.2257967209e-01	1.3659877385e-01	
1.5500000000e+02	8.6247869054e-01	8.4913468069e-02	1.2226418488e-01	8.4913468069e-02	-1.2226418488e-01	1.3752130946e-01	
1.5600000000e+02	8.6155870481e-01	8.4663995560e-02	1.2196289584e-01	8.4663995560e-02	-1.2196289584e-01	1.3844129519e-01	
1.5700000000e+02	8.6064111043e-01	8.4413385353e-02	1.2166617427e-01	8.4413385353e-02	-1.2166617427e-01	1.3935888957e-01	
1.5800000000e+02	8.5972597735e-01	8.4162085474e-02	1.2137148509e-01	8.4162085474e-02	-1.2137148509e-01	1.4027402265e-01	
1.5900000000e+02	8.5881265185e-01	8.3910315439e-02	1.2107813450e-01	8.3910315439e-02	-1.2107813450e-01	1.4118734815e-01	
1.6000000000e+02	8.5790105902e-01	8.3658312363e-02	1.2078537018e-01	8.3658312363e-02	-1.2078537018e-01	1.4209894098e-01	
1.6100000000e+02	8.5699179479e-01	8.3405956440e-02	1.2049359055e-01	8.3405956440e-02	-1.2049359055e-01	1.4300820521e-01	
1.6200000000e+02	8.5608571913e-01	8.3152740543e-02	1.2020502917e-01	8.3152740543e-02	-1.2020502917e-01	1.4391428087e-01	
1.6300000000e+02	8.5518061575e-01	8.2899644327e-02	1.1991626087e-01	8.2899644327e-02	-1.1991626087e-01	1.4481938425e-01	
1.6400000000e+02	8.5427791312e-01	8.2646843628e-02	1.1962698162e-01	8.2646843628e-02	-1.1962698162e-01	1.4572208688e-01	
1.6500000000e+02	8.5337804744e-01	8.2393745402e-02	1.1933969972e-01	8.2393745402e-02	-1.1933969972e-01	1.4662195256e-01	
1.6600000000e+02	8.5248017779e-01	8.2140358362e-02	1.1905404749e-01	8.2140358362e-02	-1.1905404749e-01	1.4751982221e-01	
1.6700000000e+02	8.5158375943e-01	8.1886854728e-02	1.1876936816e-01	8.1886854728e-02	-1.1876936816e-01	1.4841624057e-01	
1.6800000000e+02	8.5069008553e-01	8.1633887251e-02	1.1848480442e-01	8.1633887251e-02	-1.1848480442e-01	1.4930991447e-01	
1.6900000000e+02	8.4979870721e-01	8.1380758167e-02	1.1820193807e-01	8.1380758167e-02	-1.1820193807e-01	1.5020129279e-01	
1.7000000000e+02	8.4890921681e-01	8.1127326816e-02	1.1792076340e-01	8.1127326816e-02	-1.1792076340e-01	1.5109078319e-01	
1.7100000000e+02	8.4802167936e-01	8.0873506137e-02	1.1764147251e-01	8.0873506137e-02	-1.1764147251e-01	1.5197832064e-01	
1.7200000000e+02	8.4713631661e-01	8.0621120214e-02	1.1736088980e-01	8.0621120214e-02	-1.1736088980e-01	1.5286368339e-01	
1.7300000000e+02	8.4625314267e-01	8.0369134631e-02	1.1708103511e-01	8.0369134631e-02	-1.1708103511e-01	1.5374685733e-01	
1.7400000000e+02	8.4537205117e-01	8.0116973004e-02	1.1680293338e-01	8.0116973004e-02	-1.1680293338e-01	1.5462794883e-01	
1.7500000000e+02	8.4449272224e-01	7.9864711719e-02	1.1652619724e-01	7.9864711719e-02	-1.1652619724e-01	1.5550727776e-01	
1.7600000000e+02	8.4361666743e-01	7.9611634879e-02	1.1625276631e-01	7.9611634879e-02	-1.1625276631e-01	1.5638333257e-01	
1.7700000000e+02	8.4274093916e-01	7.9358631601e-02	1.1597944644e-01	7.9358631601e-02	-1.1597944644e-01	1.5725906084e-01	
1.7800000000e+02	8.4186837263e-01	7.9107769167e-02	1.1570518617e-01	7.9107769167e-02	-1.1570518617e-01	1.5813162737e-01	
1.7900000000e+02	8.4099777701e-01	7.8857144912e-02	1.1543202988e-01	7.8857144912e-02	-1.1543202988e-01	1.5900222299e-01	
1.8000000000e+02	8.4012904936e-01	7.8606649022e-02	1.1516003127e-01	7.8606649022e-02	-1.1516003127e-01	1.5987095064e-01	
1.8100000000e+02	8.3926199405e-01	7.8356208841e-02	1.1488913673e-01	7.8356208841e-02	-1.1488913673e-01	1.6073800595e-01	
1.8200000000e+02	8.3839800088e-01	7.8105299732e-02	1.1462079855e-01	7.8105299732e-02	-1.1462079855e-01	1.6160199912e-01	
1.8300000000e+02	8.3753502126e-01	7.7855909378e-02	1.1435156877e-01	7.7855909378e-02	-1.1435156877e-01	1.6246497874e-01	
1.8400000000e+02	8.3667448980e-01	7.7608290680e-02	1.1408219040e-01	7.7608290680e-02	-1.1408219040e-01	1.6332551020e-01	
1.8500000000e+02	8.3581606237e-01	7.7359843667e-02	1.1381515325e-01	7.7359843667e-02	-1.1381515325e-01	1.6418393763e-01	
1.8600000000e+02	8.3495912721e-01	7.7111332306e-02	1.1354920970e-01	7.7111332306e-02	-1.1354920970e-01	1.6504087279e-01	
1.8700000000e+02	8.3410559092e-01	7.6862550339e-02	1.1328573664e-01	7.6862550339e-02	-1.1328573664e-01	1.6589440908e-01	
1.8800000000e+02	8.3325205894e-01	7.6613768028e-02	1.1302226672e-01	7.6613768028e-02	-1.1302226672e-01	1.6674794106e-01	
1.8900000000e+02	8.3240176275e-01	7.6367182320e-02	1.1275904758e-01	7.6367182320e-02	-1.1275904758e-01	1.6759823725e-01	
1.9000000000e+02	8.3155336734e-01	7.6120632789e-02	1.1249706752e-01	7.6120632789e-02	-1.1249706752e-01	1.6844663266e-01	
1.9100000000e+02	8.3070659963e-01	7.5873676008e-02	1.1223642060e-01	7.5873676008e-02	-1.1223642060e-01	1.6929340037e-01	
1.9200000000e+02	8.2986226530e-01	7.5625421193e-02	1.1197818133e-01	7.5625421193e-02	-1.1197818133e-01	1.7013773470e-01	
